#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
cspike;건 스파이크;SEGA NAOMI;0;2000;Capcom;Shooting;;;;;;;;;;
ctomaday;캡틴 토마데이;MAME;0;1999;Visco;Shooting;;;;;;;neogeo;0;0;4
ctribe;컴뱃 라이브스;MAME;0;1990;Technos Japan;Action;;;;;;;;0;0;4
cutiesuz;링사이드 엔젤;MAME megadrij;;1990;Asmik;Sports;2;;;;;;;;4MB;
cvs2mf;캡콤 Vs. SNK 2 밀리언에어 파이팅 2001;SEGA NAOMI;cvs2;2001;Capcom;VS Fighting;;;;;;;;;;
cvsgd;캡콤 Vs. SNK 밀레니엄 파이트 2000 프로;SEGA NAOMI;0;2001;Capcom;VS Fighting;2;0;Joystick (8-way);preliminary;1;raster;naomigd;0;chd;6
cybattlr;사이배틀러;MAME;0;1993;Jaleco;Shooting;2;90;Joystick (8-way);good;1;raster;0;0;0;2
cyberb;사이버 브롤 / 코스믹 카네기 [32X];MAME 32x;cosmicc;1994;SEGA;VS Fight;1;;;;;;;;24MB;
cyberlip;사이버 립;MAME;0;1990;SNK;Action;2;0;;;;;;;;
cyberx;무장형사 사이버 크로스;MAME pce;Busou Keiji Cyber Cross (J);1989;Face;Action;;;;;;;;;;
cyborgz;사이보그 Z;MAME cpg120-cart;;1991;Zemina;Shooting;2;;;;;;MSX ROMPAC;mini;1MB;
cybots;사이버 보츠;MAME;0;1995;Capcom;VS Fighting;2;0;Joystick (8-way);good;1;raster;cps2;0;0;4
cybrcore;사이버 코어;MAME pce;;1990;IGS;Shooting;;;;;;;;;;
dahnak;다나 여신탄생 (한글판);MAME megadrij;Dahna (Korea);1992;IGS;Action;1;;;;;;;;8MB;
Dai 2 Ji - Super Robot Taisen (K);제2차 슈퍼로봇대전 (한글판);NES;;;BANDAI;SRPG;1;;;;;;;;;2
Dai 3 Ji Super Robot Taisen (K);제3차 슈퍼 로봇대전 (한글판);SNES;;1993;Banpresto;SRPG;;;;;;;;;;
Dai 4 Ji Super Robot Taisen (K);제4차 슈퍼 로봇대전 (한글판);SNES;;1995;Banpresto;SRPG;;;;;;;;;;
Daikoukai Jidai (1991)(Koei)(K);대항해시대 (한글판);MSX Cartridge;;1991;Koei;SLG;1;;;;;;MSX2 ROMPAC;all;4MB;
daimakai;대마계촌 / 구울 앤 고스트;MAME;0;1988;Capcom;Action;2;0;joystick (8-way);;;;cps1;;;
daimakai;대마계촌;MAME sgx;daimakai mura (japan);1990;NEC Avenue;Action;;;;;;;;;;
daioh;대왕;MAME;0;1993;아테나;Shooting;2;270;Joystick (8-way);good;1;raster;0;0;0;6
dallye;달려라 피구왕 (한글판);MAME sms;;1995;Game Line;Sports;;;;;;;;;;
danchih;아파트 단지 화투;MAME;0;1999;Altron;Puzzle;2;0;Joystick (8-way),dial;good;1;raster;stvbios;0;0;4
dangar;UFO 로봇 덴자;MAME;0;1986;Nichibutsu;Shooting;2;270;Joystick (8-way);good;1;raster;0;0;0;3
daraku;타락천사;MAME;0;1998;Psikyo;VS Fighting;2;0;Joystick (8-way);good;1;raster;0;0;0;4
dariusg;다라이어스 외전;MAME;0;1994;Taito;Shooting;2;0;Joystick (8-way);good;1;raster;0;0;0;2
darkseal;다크실;MAME;0;1990;Data east;Action;2;0;Joystick (8-way);good;1;raster;0;0;0;2
darwin;다윈 4078;MAME;0;1986;Data east;Shooting;2;270;Joystick (8-way);good;1;raster;0;0;0;2
dayto2pe;데이토나 USA2 퍼펙트 에디션;Model3;0;1998;SEGA;Racing;;;;;;;;;;
daytona;데이토나 USA;Model2;0;1993;SEGA;Racing;;;;;;;;;;
daytona2;데이토나 USA2;Model3;0;1998;SEGA;Racing;;;;;;;;;;
daytonagtx;데이토나 USA: GTX2004;Model2;0;1993;SEGA;Racing;;;;;;;;;;
dbreed;드래곤 브리드;MAME;0;1989;Irem;Shooting;;;;;;;;;;
dbuster;드래곤 버스터;MAME cpg120-cart;;1987;Namco;Action;1;;;;;;MSX2 ROMPAC;all;1MB;
dbz;드래곤 볼 Z - 무용열전;MAME megadrij;;1994;BANDAI;VS Fight;2;;;;;;;;16MB;
dbz;드래곤볼 Z;MAME;0;1993;Banpresto;VS Fighting;2;0;Joystick (8-way);imperfect;1;raster;0;0;0;4
dbz2;드래곤볼 Z 2 - 슈퍼 배틀;MAME;0;1994;Banpresto;VS Fighting;2;0;Joystick (8-way);imperfect;1;raster;0;0;0;4
dbzchom;드래곤 볼 Z 초무투전;MAME snes;Dragon Ball Z - Super Butouden 3 (K);1992;Bandai;VS Fight;;;;;;;;;;
dbzvrvs;드래곤볼 Z V.R.V.S.;MAME;0;1994;SEGA;VS Fighting;2;0;Joystick (8-way);imperfect;1;raster;0;0;0;3
ddanpei;피구왕 통키 / 화염의 투구아 도지탄평 ;MAME megadrij;Honoo no Toukyuuji Dodge Danpei (1992,Sega,SP)(J);1992;SEGA;Sports;2;;;;;;;;4MB;
ddonpach;도돈파치;MAME;0;1997;Cave;Shooting;2;270;Joystick (8-way);good;1;raster;0;0;0;3
ddp2;도돈파치 II - 비 스톰;MAME;0;2001;IGS;Shooting;4;270;Joystick (8-way);imperfect;1;raster;pgm;0;0;4
ddpdfk;도돈파치 대부활 V1.5;MAME;0;2008;Cave;Shooting;;;;;;;;;;
ddpdojt;도돈파치 대왕생 V2.01;MAME;0;2002;Cave;Shooting;;;;;;;;;;
ddragon;더블 드라곤;MAME cpg120-cart;;1989;Zemina;Action;1;;;;;;MSX ROMPAC;all;256KB;
ddragon;더블 드래곤;MAME;0;1987;Technos;Arcade;2;0;Joystick (8-way);good;1;raster;0;0;0;3
ddragon2;더블 드래곤 2 - 복수;MAME;0;1988;Technos;Arcade;2;0;Joystick (8-way);good;1;raster;0;0;0;3
ddragon2;더블 드래곤 2;MAME nes;Double Dragon 2 - The Revenge (U);;;Arcade;2;;;;;;;;;2
ddragonk;더블 드래곤;MAME sms;Double Dragon (Korea);;;Arcade;;;;;;;;;;
ddsom;던전&드래곤즈: 섀도우 오브 미스타라;MAME;0;1996;Capcom;Arcade;4;0;Joystick (8-way);good;1;raster;cps2;0;0;4
ddtod;던전&드래곤즈: 운명의 탑;MAME;0;1994;Capcom;Arcade;4;0;Joystick (8-way);good;1;raster;cps2;0;0;4
ddux;다이너마이트 덕스;MAME;0;1989;SEGA;Action;2;0;Joystick (8-way);good;1;raster;0;0;0;3
deadconx;데드 커넥션;MAME;0;1992;Taito;Shooting;;;;;;;;;;
deadmoon;데드문;MAME tg16;Dead Moon (U);1992;TTI;Shooting;;;;;;;;;;
deathcox;데스 크림슨 OX;SEGA NAOMI;0;2001;Sammy;3D Action;;;;;;;;;;
deepduck;도날드 덕 - 딥 덕 트러블;MAME sms;Deep Duck Trouble Starring Donald Duck (Europe);;;Action;;;;;;;;;;
demofist;데몰리시 피스트;Atomiswave;0;2003;Polygon Magic;3D Action;;;;;;;;;;
demonblz;데몬즈 블레이즌;MAME snes;demoncrt;1994;Capcom;Action;;;;;;;;;;
demonwld;데몬스 월드;MAME;0;1990;Toaplan;Action;2;0;Joystick (8-way);good;1;raster;0;0;0;2
Densetsu no Orge Battle (K);전설의 오우거 배틀 (한글판);SNES;;1993;Quest;SRPG;;;;;;;;;;
Devil Zone (K);악마지대;MSX Cartridge;;1989;Uttum;Action;1;;;;;;MSX2 Disk;all;1Disc;
devlcrsh;데빌 크래시 MD;MAME megadrij;dfury;1993;Technosoft;Action;1;;;;;;;;4MB;
dfkbl;도돈파치 대부활 블랙 라벨;MAME;0;2010;Cave;Shooting;2;;Joystick (8-way);;;;;;;
dhead;다이나마이트 헤디;MAME Genesis;Dynamite Headdy (USA, Europe);1994;SEGA;Action;1;;;;;;;;16MB;
dicktr;딕 트레이시;MAME megadrij;;1991;SEGA;Action;1;;;;;;;;4MB;
digdug;디그 더그;MAME;0;1982;Namco;Puzzle;2;90;Joystick (4-way);good;1;raster;0;0;0;1
dimahoo;그레이트 마법 대작전;MAME;0;2000;Raizing;Shooting;2;270;joystick (8-way);;;;cps2;;;
dino;캐딜락 공룡신세기;MAME;0;1993;Capcom;Arcade;3;0;Joystick (8-way);good;1;raster;cps1;0;0;2
dion;기동장갑 다이온;MAME snes;imperium;1992;Vic Tokai;Shooting;;;;;;;;;;
dirtdvls;더티 데빌스;Model3;0;1998;SEGA;Racing;;;;;;;;;;
djboy;DJ 보이;MAME;0;1989;Sammy;Action;1;0;Joystick (8-way);good;;;;;;
dkong;동키콩;MAME;0;1981;Nintendo;Action;2;90;Joystick (4-way);good;1;raster;0;0;0;1
dkong3;동키콩 3;MAME;0;1983;Nintendo;Action;2;90;Joystick (4-way);good;1;raster;0;0;0;1
dkongc3j;슈퍼 동키콩 3;MAME snes;Super Donkey Kong 3 - Nazo no Krems-tou (Japan);1996;Nintendo;Action;;;;;;;;;;
dkongjr;동키콩 쥬니어;MAME;0;1982;Nintendo;Action;2;90;Joystick (4-way);good;1;raster;0;0;0;1
dmnfrnt;데몬 프런트;MAME;0;2002;IGS;Action;2;0;Joystick (8-way),dial;good;1;raster;stvbios;0;0;4
doa;데드 오어 얼라이브;Model2;0;1996;Tecmo;VS Fighting;;;;;;;;;;
doa2m;데드 오어 얼라이브 2 밀레니엄;SEGA NAOMI;0;2000;Tecmo;VS Fighting;;;;;;;;;;
doapp;데드 오어 얼라이브 ++;PSXmame;0;1998;Tecmo;VS Fighting;;;;;;;cpzn2;;;
docastle;미스터 도의 성;MAME;0;1983;Universal;Puzzle;;;;;;;;;;
dogyuun;도균;MAME;0;1992;Toaplan;Shooting;2;270;Joystick (8-way);good;1;raster;0;0;0;3
dokidoki;두근 두근 펭귄랜드 / 펭고펭고;MAME cpg120-cart;;1985;Pony Canyon;Puzzle;1;;;;;;MSX ROMPAC;all;256KB;
dokidoki;두근두근 펭귄랜드 - 우주 대모험;MAME sms;Doki Doki Penguin Land - Uchuu Daibouken (Japan);;;Puzzle;;;;;;;;;;
dolphin;돌핀 블루;Atomiswave;0;2003;Sammy;3D Action;;;;;;;;;;
donpachi;돈파치;MAME;0;1995;Cave;Shooting;2;270;Joystick (8-way);good;1;raster;0;0;0;3
dooly;아기공룡 둘리;MAME cpg120-cart;;1991;Daou;Shooting;1;;;;;;MSX ROMPAC;mini;256KB;
doolybld;둘리 브라보 랜드(한글판);MAME nes;;1992;Daou Infosys;Action;1;;;;;;;;;
doomju;둠 [32X];MAME 32x;doom;1994;ID Soft;Action;1;;;;;;;;24MB;
doraemon;도라에몽 - 꿈도둑과 7인의 고잔스;MAME megadrij;Doraemon - Yume Dorobouto 7 Nin No Gozansu (1993,Sega,AT)(J);1993;SEGA;Action;1;;;;;;;;4MB;
dorandn;도라에몽: 진구의 도라비안 나이트;MAME pce;Doraemon Nobita no Dorabian Night (J);1991;Hudson;Action;;;;;;;;;;
doubledr;더블 드래곤 대전;MAME;0;1995;Technos;VS Fighting;2;0;Joystick (8-way);good;1;raster;neogeo;0;0;4
doubltgt;더블 타겟;MAME sms;Double Target - Cynthia no Nemuri (Japan);;;Action;;;;;;;;;;
Downtown - Nekketsu Koushin Kyoku - Soreyuke Dai Undoukai (K);열혈 행진곡 - 대운동회 (한글판);NES;;;;Action;2;;;;;;;;;2
dquizgo;데이트 퀴즈 GOGO (한글판);MAME;0;1998;SemiCom;Quiz;;;;;;;;0;0;4
dquizgo2;데이트 퀴즈 GOGO EP2 (한글판);MAME;0;2000;SemiCom;Quiz;0;0;0;;;;;;;
dragnblz;드래곤 블레이즈;MAME;0;2000;Psikyo;Shooting;2;270;Joystick (8-way);good;1;raster;0;0;0;3
Dragon Ball Z - Hyper Dimension (J) [T-Eng];드래곤 볼 Z 하이퍼 디멘션;SNES;;1996;Bandai;VS Fight;;;;;;;;;;
Dragon Ball Z - Super Butouden 2 (F) [T-Eng];드래곤 볼 Z 초무투전 2;SNES;;1993;Bandai;VS Fight;;;;;;;;;;
Dragon Ball Z - Super Butouden 3 (K);드래곤 볼 Z 초무투전 3 (한글판);SNES;;1994;Bandai;VS Fight;;;;;;;;;;
Dragon Ball Z - Super Gokuu Den - Totsugeki Hen (K);드래곤 볼 Z 초오공전 돌격편 (한글판);SNES;;1995;Bandai;RPG;;;;;;;;;;
Dragon Ball Z - Super Gokuu Den Kakusei Hen (K);드래곤 볼 Z 초오공전 각성편 (한글판);SNES;;1995;Bandai;RPG;;;;;;;;;;
Dragon Ball Z 2 - Gekishin Freeza (K);드래곤볼 Z 2 - 격신 프리저 (한글판);NES;;;BANDAI;RPG;1;;;;;;;;;2
Dragon Ball Z 3 - Ressen Jinzou Ningen (K);드래곤볼 Z 3 - 열전 인조인간 (한글판);NES;;1992;BANDAI;Action;1;;;;;;;;;2
dragoona;드래군 마이트;MAME;0;1995;Konami;VS Fighting;2;0;Joystick (8-way);good;;;;;;
ds00;디스크 스테이션 #0;MAME cpc400-flop;;1988;Compile;Magazine;1;;;;;;;ds;1Disc;
ds01;디스크 스테이션 #1;MAME cpc400-flop;ds00;1988;Compile;Magazine;1;;;;;;;ds;1Disc;
ds02;디스크 스테이션 #2;MAME cpc400-flop;ds00;1988;Compile;Magazine;1;;;;;;;ds;1Disc;
ds03;디스크 스테이션 #3;MAME cpc400-flop;ds00;1989;Compile;Magazine;1;;;;;;;ds;2Disc;
ds04;디스크 스테이션 #4;MAME cpc400-flop;ds00;1989;Compile;Magazine;1;;;;;;;ds;2Disc;
ds05;디스크 스테이션 #5;MAME cpc400-flop;ds00;1989;Compile;Magazine;1;;;;;;;ds;2Disc;
ds06;디스크 스테이션 #6;MAME cpc400-flop;ds00;1989;Compile;Magazine;1;;;;;;;ds;3Disc;
ds07;디스크 스테이션 #7;MAME cpc400-flop;ds00;1989;Compile;Magazine;1;;;;;;;ds;2Disc;
ds08;디스크 스테이션 #8;MAME cpc400-flop;ds00;1989;Compile;Magazine;1;;;;;;;ds;3Disc;
ds09;디스크 스테이션 #9;MAME cpc400-flop;ds00;1990;Compile;Magazine;1;;;;;;;ds;2Disc;
ds10;디스크 스테이션 #10;MAME cpc400-flop;ds00;1990;Compile;Magazine;1;;;;;;;ds;2Disc;
ds11;디스크 스테이션 #11;MAME cpc400-flop;ds00;1990;Compile;Magazine;1;;;;;;;ds;2Disc;
ds12;디스크 스테이션 #12;MAME cpc400-flop;ds00;1990;Compile;Magazine;1;;;;;;;ds;2Disc;
ds13;디스크 스테이션 #13;MAME cpc400-flop;ds00;1990;Compile;Magazine;1;;;;;;;ds;2Disc;
ds14;디스크 스테이션 #14;MAME cpc400-flop;ds00;1990;Compile;Magazine;1;;;;;;;ds;2Disc;
ds15;디스크 스테이션 #15;MAME cpc400-flop;ds00;1990;Compile;Magazine;1;;;;;;;ds;2Disc;
ds16;디스크 스테이션 #16;MAME cpc400-flop;ds00;1990;Compile;Magazine;1;;;;;;;ds;2Disc;
ds17;디스크 스테이션 #17;MAME cpc400-flop;ds00;1990;Compile;Magazine;1;;;;;;;ds;2Disc;
ds18;디스크 스테이션 #18;MAME cpc400-flop;ds00;1990;Compile;Magazine;1;;;;;;;ds;2Disc;
ds19;디스크 스테이션 #19;MAME cpc400-flop;ds00;1990;Compile;Magazine;1;;;;;;;ds;2Disc;
ds20;디스크 스테이션 #20;MAME cpc400-flop;ds00;1990;Compile;Magazine;1;;;;;;;ds;3Disc;
ds21;디스크 스테이션 #21;MAME cpc400-flop;ds00;1990;Compile;Magazine;1;;;;;;;ds;2Disc;
ds22;디스크 스테이션 #22;MAME cpc400-flop;ds00;1991;Compile;Magazine;1;;;;;;;ds;2Disc;
ds23;디스크 스테이션 #23;MAME cpc400-flop;ds00;1991;Compile;Magazine;1;;;;;;;ds;2Disc;
ds24;디스크 스테이션 #24;MAME cpc400-flop;ds00;1991;Compile;Magazine;1;;;;;;;ds;2Disc;
ds25;디스크 스테이션 #25;MAME cpc400-flop;ds00;1991;Compile;Magazine;1;;;;;;;ds;2Disc;
ds26;디스크 스테이션 #26;MAME cpc400-flop;ds00;1991;Compile;Magazine;1;;;;;;;ds;2Disc;
ds27;디스크 스테이션 #27;MAME cpc400-flop;ds00;1991;Compile;Magazine;1;;;;;;;ds;2Disc;
ds28;디스크 스테이션 #28;MAME cpc400-flop;ds00;1991;Compile;Magazine;1;;;;;;;ds;2Disc;
ds29;디스크 스테이션 #29;MAME cpc400-flop;ds00;1991;Compile;Magazine;1;;;;;;;ds;2Disc;
ds30;디스크 스테이션 #30;MAME cpc400-flop;ds00;1991;Compile;Magazine;1;;;;;;;ds;2Disc;
ds31;디스크 스테이션 #31;MAME cpc400-flop;ds00;1991;Compile;Magazine;1;;;;;;;ds;2Disc;
ds32;디스크 스테이션 #32;MAME cpc400-flop;ds00;1992;Compile;Magazine;1;;;;;;;ds;4Disc;
dsaber;드래곤 세이버;MAME pce;Dragon Saber (J);1991;Namcot;Shooting;;;;;;;;;;
dsdx1;디스크 스테이션 디럭스 1;MAME cpc400-flop;ds00;1990;Compile;Magazine;1;;;;;;;ds;1Disc;
dsdx2;디스크 스테이션 디럭스 2;MAME cpc400-flop;ds00;1990;Compile;Magazine;1;;;;;;;ds;2Disc;
dsdx3;디스크 스테이션 디럭스 3;MAME cpc400-flop;ds00;1990;Compile;Magazine;1;;;;;;;ds;2Disc;
dslayer4;드래곤 슬레이어 IV - 드래슬리 패밀리;MAME cpg120-cart;;1987;Falcom;ARPG;1;;;;;;MSX2 ROMPAC;all;2MB;
dsmbl;데스 스마일스 메가 블랙 라벨;MAME;0;2008;Cave;Shooting;2;0;Joystick (8-way);good;1;raster;0;0;0;4
dssp2;디스크 스테이션 스페셜 2;MAME cpc400-flop;ds00;1988;Compile;Magazine;1;;;;;;;ds;3Disc;
dssp5;디스크 스테이션 스페셜 5;MAME cpc400-flop;ds00;1988;Compile;Magazine;1;;;;;;;ds;3Disc;
dstlk;다크 스토커즈;MAME;0;1994;Capcom;VS Fighting;2;0;Joystick (8-way);good;1;raster;cps2;0;0;6
dstrike;데저트 스트라이크;MAME Genesis;Desert Strike - Return to the Gulf (1992,EA,ST)(UE);1992;EA;Shooting;1;;;;;;;;8MB;
Dual Orb 2 (K);듀얼 오브 2 (한글판);SNES;;1993;I'Max;RPG;;;;;;;;;;
duckhunt;오리 사냥;MAME;0;1985;Nintendo;Shooting;1;0;lightgun;good;1;raster;0;0;0;1
dunkmnia;덩크 매니아;PSXmame;0;1995;Namco;Sports;;;;;;;cpzn2;;;
dynabr;다이나 브라더스 ;MAME megadrij;;1992;CRI;SLG;1;;;;;;;;8MB;
dynabr2;다이나 브라더스 2 ;MAME megadrij;Dyna Brothers 2 (1993,CRI,SM)(J);1993;CRI;SLG;1;;;;;;;;16MB;
dynagear;다이나 기어;MAME;0;1993;Sammy;Action;;;;;;;;;;
dynamcop;다이나마이트 형사;model2;0;1998;SEGA;Arcade;2;0;Joystick (8-way);preliminary;1;raster;0;0;0;4
dynduke;다이너마이트 듀크;MAME;0;1989;Seibu;Shooting;2;0;Joystick (8-way);good;1;raster;0;0;0;3
dynwarj;천지를 먹다 / 다이너스티 워즈;MAME;dynwar;1989;Capcom;Action;2;0;Joystick (8-way),dial;good;1;raster;cps1;0;0;3
ecco2u;에코 돌핀 2 - 타이드 오브 타임;MAME Genesis;Ecco - The Tides of Time (USA);1994;SEGA;Action;1;;;;;;;;16MB;
ecofghtr;에코 파이터;MAME;0;1993;Irem;Shooting;2;0;Joystick (8-way);good;1;raster;cps1;0;0;2
ehrgeiz;에어 가이츠;PSXmame;0;1997;Squaresoft;Sports;;;;;;;cpzn2;;;
eightman;에이트맨;MAME;0;1991;ADK;Action;2;270;Joystick (8-way);good;1;raster;neogeo;0;0;3
ejim2u;어스웜 짐 2 ;MAME Genesis;Earthworm Jim 2 (U) [!];1996;Playmates Interactive;Action;1;;;;;;;;24MB;
El Viento (K) [!];엘비엔토 (한글판);SEGA Mega Drive;;1991;Wolf Team;Action;1;;;;;;;;8MB;
elandore;투룡전설 엘란도르;MAME;0;1998;Sai Mate;VS Fighting;2;0;Joystick (8-way),dial;good;1;raster;stvbios;0;0;6
elemast;엘레멘탈 마스터;MAME Genesis;Elemental Master (K);1993;Renovation;Shooting;1;;;;;;;;4MB;
elevator;엘리베이터 액션;MAME cpg120-cart;;1985;Nidecom;Action;1;;;;;;MSX ROMPAC;all;256KB;
elevator;엘리베이터액션;MAME;0;1983;Taito;Action;2;0;Joystick (8-way);good;1;raster;0;0;0;2
elimdown;엘리미네이트 다운 ;MAME megadrij;Eliminate Down (1993,Soft Vision,ST)(J);1993;Soft Vision;Shooting;1;;;;;;;;8MB;
elvactr;엘리베이터액션 리턴;MAME;0;1994;Taito Corporation Japan;Action;4;0;Joystick (8-way),dial;good;1;raster;0;0;0;4
empcity;엠파이어 시티 1931;MAME;0;1986;Seibu;Gun Shooting;1;0;Joystick (8-way),dial;good;1;raster;0;0;0;2
esbua;스타워즈 5: 제국의 역습;MAME snes;Starwars 5 - Empire Strikes Back;1993;JVC;Action;;;;;;;;;;
espgal2;에스프가루다 2;MAME;0;2005;Cave;Shooting;2;270;Joystick (8-way);good;1;raster;0;0;0;4
esprade;에스프레이드;MAME;0;1998;Cave;Shooting;2;270;Joystick (8-way);good;1;raster;0;0;0;3
Estpolis Denki (K);에스트폴리스 전기 (한글판);SNES;;1993;Taito;RPG;;;;;;;;;;
eswat;이스와트;MAME;0;1989;SEGA;Action;;;;;;;;0;0;4
excitebk;익사이팅 바이크;MAME;0;1984;Nintendo;Sports;1;0;;good;1;;;;;
exerion;엑서리온;MAME;0;1983;Jaleco;Shooting;2;90;Joystick (8-way);good;1;raster;0;0;0;2
exerion;엑스리온;MAME cpg120-cart;;1984;Jaleco;Shooting;1;;;;;;MSX ROMPAC;all;128KB;
exoidez5;엑소이드-Z 에리어 5;MAME cpg120-cart;;1986;Casio;Shooting;1;;;;;;MSX ROMPAC;all;256KB;
exranza;엑스렌자 / 레인저 X;MAME megadrij;Ex-Ranza (1993,Sega,AT)(J);1993;SEGA;Shooting;1;;;;;;;;8MB;
f1spirit;F-1 스피리트;MAME cpg120-cart;;1987;Konami;Racing;1;;;;;;MSX ROMPAC;all;1MB;
famiboxi;패밀리 복싱;MAME cpg120-cart;Family Boxing (1988)(Sony)(J);1988;Sony;Sports;2;;;;;;MSX2 ROMPAC;all;2MB;
famipar2;패미클 파로딕 2;MAME cpc400-flop;Famicle Parodic 2 (1988)(Bit2);1988;Bit²;Shooting;1;;;;;;MSX2 Disk;all;2Disc;
famiparo;패미클 파로딕;MAME cpg120-cart;Famicle Parodic (Japan);1988;Bit²;Shooting;1;;;;;;MSX2 ROMPAC;all;2MB;
famista;패밀리 스타디움;MAME cpg120-cart;Family Stadium (1989)(Namcot)(J);1989;Namco;Sports;2;;;;;;MSX2 ROMPAC;all;2MB;
famiwars;패미컴 워즈;MAME nes;;1988;Nintendo;SRP;1;;;;;;;;;
fantjour;극상파로디우스;MAME;0;1994;Konami;Shooting;4;0;Joystick (8-way);imperfect;1;raster;0;0;0;3
fantzn2x;판타지 존 2 - 오파오파의 눈물;MAME;0;1988;SEGA;Shooting;;;;;;;;;;
fantzon2;판타지존 II - 오파오파의 눈물;MAME sms;Fantasy Zone II - The Tears of Opa-Opa (USA, Europe);;;Shooting;;;;;;;;;;
fatfursp;아랑전설 스페셜;MAME;0;1993;SNK;VS Fighting;2;;;;;;neogeo;0;0;4
fatfury1;아랑전설 1;MAME;0;1991;SNK;VS Fighting;2;;;;;;neogeo;0;0;4
fatfury2;아랑전설 2;MAME;0;1992;SNK;VS Fighting;;;;;;;neogeo;0;0;4
fatfury3;아랑전설 3;MAME;0;1995;SNK;VS Fighting;2;;;;;;neogeo;0;0;4
Feedback (1988)(Tecno Soft)(J)(T-Eng);피드백 (영문판);MSX Cartridge;;1988;Tecno Soft;Shooting;1;;;;;;MSX2 Disk;all;1Disc;
feversos;탄총 피버론;MAME;0;1998;Cave;Shooting;2;270;Joystick (8-way);good;1;raster;0;0;0;3
ffight;파이널 파이트;MAME;0;1989;Capcom;Arcade;2;0;Joystick (8-way);good;1;raster;cps1;0;0;3
ffight2j;파이널 파이트 2;MAME snes;ffight2;1993;Capcom;Arcade;;;;;;;;;;
ffight3u;파이널 파이트 터프;MAME snes;Final Fight 3 (USA);1996;Capcom;Arcade;;;;;;;;;;
ffreveng;파이널 파이트 리벤지;MAME;0;1999;Capcom;VS Fighting;2;0;Joystick (8-way),dial;good;1;raster;stvbios;0;0;4
fgtlayer;파이팅 레이어;PSXmame;0;1998;Namco;VS Fighting;;;;;;;cpzn2;;;
fightfev;왕중왕;MAME;0;1994;Viccom;VS Fighting;;;;;;;neogeo;;;
fightmas;파이팅 마스터즈 ;MAME Genesis;Fighting Masters (U) [!];1992;Treco;VS Fight;2;;;;;;;;4MB;
Final Fantasy (J);파이널 판타지;MSX Cartridge;ffant;1989;Square;RPG;1;;;;;;MSX2 Disk;all;2Disc;
Final Fantasy 3 (K);파이널 판타지 3 (한글판);NES;;;Square;RPG;1;;;;;;;;;2
Final Fantasy 4 (K);파이널 판타지 4 (한글판);SNES;;1991;Square;RPG;;;;;;;;;;
Final Fantasy 5 (K);파이널 판타지 5 (한글판);SNES;;1992;Square;RPG;;;;;;;;;;
Final Fantasy 6 (K);파이널 판타지 6 (한글판);SNES;;1994;Square;RPG;;;;;;;;;;
Final Mystery Murder Club - Satsujin Club (K);살인클럽 (한글판);MSX Disk;murdclub;1988;Micro Cabin;Adventure;1;;;;;;MSX2 Disk;all;1Disc;
finalb;파이널 블로우;MAME;0;1988;Taito Corporation Japan;Sports;;;;;;;;0;0;4
finalsol;파이널 솔저;MAME pce;Final Soldier (J);1991;Hudson;Shooting;;;;;;;;;;
finlblst;파이널 블라스터;MAME pce;;1990;Namcot;Shooting;;;;;;;;;;
Fire Emblem - Genearaly of Holy War (1996,Nintendo,SM)(K);파이어 엠블렘: 성전의 계보 (한글판);SNES;;1996;Nintendo;RPG;;;;;;;;;;
Fire Emblem - Mystery of Emblem (1994,Nintendo,SM)(K);파이어 엠블렘: 문장의 비밀 (한글판);SNES;;1994;Nintendo;RPG;;;;;;;;;;
Fire Emblem - Thracia 776 (2002,Nintendo,SM)(K);파이어 엠블렘: 트라키아 776 (한글판);SNES;;2002;Nintendo;RPG;;;;;;;;;;
Fire Hawk - Thexder II (1989)(Game Arts)(K);덱스터 II (한글판);MSX Disk;;1989;Game Arts;Shooting;1;;;;;;MSX2 Disk;all;2Disc;
Firemen, The (K);파이어맨 (한글판);Mednafen snes;;1994;Human;Action;;;;;;;;;;
firemust;파이어 무스탕;MAME megadrij;Fire Mustang (1991,Taito,ST)(J);1991;Taito;Shooting;1;;;;;;;;4MB;
fireshrk;파이어 샤크 / 교!교!교!;MAME;0;1990;Toaplan;Shooting;;;;;;;;;;
flashbu;플래시백;MAME Genesis;Flashback - The Quest for Identity (1993,US Gold,AT)(U);1993;U.S.Gold;Action;1;;;;;;;;12MB;
flashgal;플래시 갈 / 원더우먼;MAME;0;1985;SEGA;Action;1;0;Joystick (8-way),dial;good;1;raster;stvbios;0;0;2
flicky;플릭키;MAME;0;1984;SEGA;Action;2;0;Joystick (2-way);good;1;raster;0;0;0;1
flstory;요정나라 이야기;MAME cpg120-cart;Fairy Land Story, The (1987)(Hot-B)(J);1987;Hot-B;Action;1;;;;;;MSX ROMPAC;all;1MB;
flstory;페어리랜드 스토리;MAME;0;1985;Taito;Action;2;180;Joystick (2-way);imperfect;1;raster;0;0;0;2
forday2;그날이 오면 2;MAME cpc400-flop;For the Day II (1990)(Mirinae Software);1990;Mirinae Soft;Shooting;1;;;;;;MSX2 Disk;all;3Disc;
forgottn;포카튼 월드;MAME;0;1988;Capcom;Shooting;;;;;;;;0;0;4
